1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5d: Color For ,5e: Color Pattern For,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Algae,Terrestrial,Marsh / Swamp / Bog & Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Colonial Mass,Ordered,Rhizoid,Smooth,Yellow,N/A,Smooth,Yellow,N/A,Flaky,Green & Brown,Solid,Scales,Branch Points,Truncate (Squared off Apex),Undulate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Pairs (2),Smooth,Grey,N/A,Budding / Fragmentation & Budding / Fragmentation,Spore,Animal,Pairs,Funnel,Avg. (1-5cm),Feathery,Veined,Random Interval,Foul,Annual (Once),Smooth,Red,Blushed,1-3,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,Edible,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Hills / Scrub & Hills / Scrub,Common,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Radial,Tubers,Smooth,Brown,N/A,Smooth,Red,N/A,Waxy,Blue,N/A,Broad,Terminal,Hastatae (Triangular Basal Lobes),Ciliate,Hairy,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Waxy,Green,N/A,Seeds,Grain,Gravity,Spray,Complex,Huge (>10cm),Wavy & Blade,Waxy,Random Interval,Sweet,Poly-Annual (2-7 Years),Smooth,Blue & Copper,Blushed,4-9,2-4,Parasitic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Other,Sialagogue,
Herbaceous,Aquatic,Fresh Water,Rare,Solitary (1-2),Large (1-10m),Multiple Stems / Trunks,Random,Tubers,Smooth,Green,N/A,Other,Yellow,N/A,Smooth,Green,N/A,Broad,Branch Points,Truncate (Squared off Apex),Lobate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Green,N/A,Budding / Fragmentation,Spore,Wind,Single,Funnel,Avg. (1-5cm),Wavy,Veined,Branch Points,Sweet,Annual (Once),Smooth,Black,Solid & Blushed,4-9,2-4,Parasitic,Light,Non-Sentient,N/A,Medicinal / Other,Fomentation,Antibiotic,Medicinal / Other,Fomentation,Hepatic,N/A,N/A,N/A,Edible,Raw,N/A,Edible,Raw,N/A,Nutritious / Tasty,Roasted,N/A,
Woody,Sub-Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Small (5-25cm),Creeper Vine,Random,Fibrous,Smooth,Brown & Orange,Solid,Rough,Yellow,N/A,Flaky,Brown,N/A,Broad,Regular Interval,Aristate (Spine-Like Tip),Serrulate,Scaly & Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Whorls (3-5),Rough,Copper,N/A,Seeds,Fruit,Animal,Single,Complex,Small (5-10mm),Oval,Dusty,Stem / Trunk,Sweet,Annual (Once),Smooth,Copper & Green,Mimicry,1-3,0,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Tincture,Re-Roll,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Large (1-10m),Stem / Trunk,Random,Fibrous,Smooth,Brown,N/A,Smooth,Violet,N/A,Smooth,Blue,N/A,Compound,Terminal,Orbicular (Circular),Sinuate,Sticky,None,Singles (1),Smooth,Copper,N/A,Seeds,Grain,Animal,Spray,Spike,Tiny (<5mm),Curly,Waxy,Branch Points,Sweet,Poly-Annual (2-7 Years),Smooth,Yellow,Spotted,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,Medicinal / Other,Fomentation,Stomachic,Edible,Blanched,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Desert / Waste,Uncommon,Small Patch (1-12),Tiny (<5cm),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Green,N/A,Smooth,Red,N/A,Smooth,Silver,N/A,Broad,Regular Interval,Subulate (Awl),Lobate,Error: Roll Out of Range,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Scaly,Blue,N/A,Seeds,Grain,Wind,Spray,Bell,Tiny (<5mm),Blade,Smooth,Terminal,Sweet,Perennial (Yearly),Waxy,Silver,Night Blooming & Stripes,4-9,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Cold Compress,Hallucinogen,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Small Patch (1-12),Huge (>10m),Creeper Vine,Radial,Tap,Flaky,Red,N/A,Smooth,Brown,N/A,Smooth,Black,N/A,Compound,Terminal,Lanceolate (Pointed at Both Ends),Smooth,VelvetyDusty,None,Pairs (2),Rough,Green,N/A,Suckers,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Ordered,Fibrous,Smooth,Black,N/A,Smooth,Blue,N/A,Smooth,Black,N/A,Broad,Terminal,Rhomboid (Diamond),Dentate,Hairy,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Smooth,Grey,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Deodorant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,
Woody,Terrestrial,Marsh / Swamp / Bog,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Random,Fibrous,Rough,Violet,N/A,Rough,Yellow,N/A,Smooth,Brown,N/A,Broad,Terminal,Poly-Foliate (2-7 Leaflets),Ciliate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Rough,Grey,N/A,Seeds,Nut,Gravity,Single,Funnel,Avg. (1-5cm),Thread,Waxy,Branch Points,Musky,Perennial (Yearly),Smooth,Red,Blushed,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Cold Extract,Nephretic,Non-Edible,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Ground,N/A,Medicinal / Other,Decoction,Colorant,Non-Edible,N/A,N/A,
Herbaceous,Avian,Forest / Jungle & Marsh / Swamp / Bog,Uncommon,Large Patch (120+),Large (1-10m),Creeper Vine,Random,Tap,Rough,White,N/A,Smooth,Green,N/A,Smooth,Silver,N/A,Compound,Terminal,Cuneate (Wedge Accute Base),Denticulate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2) & Clusters (6+),Smooth,Copper,N/A,Budding / Fragmentation,Nut,Water,Single,Cone,Avg. (1-5cm),Blade,Veined,Terminal,Sweet,Annual (Once),Waxy,Copper,Mottled,0,2-4,Decay,Gravity,Non-Sentient,N/A,Edible,Ground,N/A,Edible,Ground,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Blanched,N/A,Medicinal / Other,Crushed,Rubefacient,
Herbaceous,Terrestrial,Plains / Savannah,Rare,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Brown,N/A,Smooth,Green,N/A,Waxy,Brown,N/A,Broad,Random Interval,Orbicular (Circular),Dentate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Flaky,Green,N/A,Seeds,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Curly,Smooth,Regular Interval,Sweet,Perennial (Yearly),Smooth,Black,Blushed,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Nutritious / Tasty,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Re-Roll,Disinfectant,
Herbaceous,Terrestrial,Hills / Scrub,Uncommon,Medium Patch (12-120),Average (25cm-1m),Colonial Mass,Radial,Rhizoid,Smooth,Red,N/A,Smooth,Red,N/A,Smooth,Green,N/A,Compound,Terminal,Linear (Parallel Margins & Elongate),Serate,VelvetyDusty & Smooth,None,Clusters (6+),Waxy,Green,N/A,Seeds,Grain,Gravity,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Rare,Solitary (1-2),Large (1-10m),Creeper Vine,Radial,Fibrous,Smooth,Green,N/A,Smooth,Yellow,N/A,Smooth,Yellow,N/A,Compound,Terminal,Aristate (Spine-Like Tip),Spiny,VelvetyDusty,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Yellow & Green,Stripes,Seeds,Spore,Wind,Pairs,Bell,Small (5-10mm),Oval,Waxy,Terminal,Musky,Annual (Once),Smooth,Brown,Solid,4-9,5+,Decay,Gravity,Non-Sentient,N/A,Medicinal / Other,Crushed,Antinauseant,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Ground,Anaphrodisiac,
Woody,Terrestrial,Plains / Savannah & Plains / Savannah,Very Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Random,Advantageous,Flaky,Green,N/A,Rough,Green,N/A,Smooth,White,N/A,Broad,Stem / Trunk,Spatulate (Spoon),Sinuate,Hairy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Copper,N/A,Suckers,Nut,Animal,Single,Sphere,Large (5-10cm),Round,Dusty,Branch Points,None,Annual (Once),Smooth,Blue,Mottled,10+,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Steeped,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Vermifuge,Nutritious / Tasty,Blanched,N/A,
Herbaceous,Aquatic,Salt Water,Uncommon,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Ordered,Tap,Scaly,Orange,N/A,Smooth,Brown,N/A,Smooth,Green,N/A,Broad,Terminal,Digitate (Finger-Like Lobes),Serate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Silver,N/A,Suckers,Fruit,Water,Other,Bell,Tiny (<5mm),Blade,Hairy,Branch Points,Musky,Annual (Once),Smooth,Violet,Blushed,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Ground,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Medicinal / Other,Grated,Re-Roll,Edible,Dried,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Rhizoid,Smooth,Violet,N/A,Smooth,Violet,N/A,Smooth,Green,N/A,Compound,Regular Interval,Acicular (Needle),Smooth,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Flaky,Green,N/A,Suckers,Grain,Wind,Pairs,Sphere,Avg. (1-5cm),Oval,Waxy,Branch Points,Musky,Perennial (Yearly),Smooth,Green,Phases,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Blanched,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Boiled,N/A,
Herbaceous,Aquatic,Salt Water,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Waxy,Silver,N/A,Smooth,Blue,N/A,Smooth,Yellow,N/A,Blades,Branch Points,Falcate (Sickle),Smooth,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Clusters (6+),Other,Green,N/A,Seeds,Grain,Gravity,Spray,Spike,Small (5-10mm),Toothed & Blade,Dusty,Stem / Trunk,Sweet,Poly-Annual (2-7 Years),Scaly,Grey,Patches,4-9,5+,Symbiotic,Light,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Vasodialator,Medicinal / Other,Infusion,Vulnerary,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Fomentation,Soporific,
Herbaceous,Aquatic,Brackish,Rare,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,None,Fibrous,Waxy,Green,N/A,Waxy,Blue,N/A,Smooth,Gold,N/A,Needles,Branch Points,Obcordate (Heart Stem at Point),Ciliate,Scaly,Arcute (Secondary Veins Bending Towards Apex),Pairs (2),Smooth,Silver,N/A,Suckers,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Desert / Waste,Very Common,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Random,Tubers,Smooth,Green & Green,Solid,Rough,Brown,N/A,Waxy,White,N/A,Broad,Terminal,Acuminate (Taper to Long Point),Serate,VelvetyDusty,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Brown,N/A,Suckers,Spore,Wind,Spray,Sphere,Huge (>10cm),Feathery,Sticky,Random Interval,Musky,Annual (Once),Smooth,Grey,Translucent,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Poultice,Demulcent,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Infusion,Stimulant,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Mountains & Plains / Savannah,Very Rare,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Random,Fibrous,Other,Orange,N/A,Other,Red & Green,Solid,Waxy,Silver,N/A,Broad,Regular Interval,Cuneate (Wedge Accute Base),Smooth,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Smooth,Green,N/A,Seeds,Fruit,Animal,Bunches,Disc,Small (5-10mm),Round,Hairy,Terminal,Sweet,Other,Rough,Black,Night Blooming,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Essence,Re-Roll,Edible,Roasted,N/A,Edible,Blanched,N/A,N/A,N/A,N/A,Medicinal / Other,Crushed,Hallucinogen,Medicinal / Other,Ground,Oxytocic,
Woody,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Scaly,Green & Brown,Stripes,Flaky,Black,N/A,Smooth,Orange,N/A,Broad,Terminal,Aristate (Spine-Like Tip),Sinuate,Error: Roll Out of Range,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Flaky,Black,N/A,Seeds,Nut,Water,Pairs,Funnel,Tiny (<5mm),Feathery,Dusty,Terminal,Sweet,Annual (Once),Scaly,Yellow,Night Closing,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Edible,Boiled,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog & Forest / Jungle,Common,Solitary (1-2),Huge (>10m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Orange,N/A,Smooth,Blue,N/A,Waxy,Yellow,N/A,Compound,Terminal,Palmate (Hand-Like),Crenate,Sticky,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Other,Green,N/A,Seeds,Grain,Gravity,Single,Cone,Small (5-10mm),Toothed,Smooth,Regular Interval,None,Annual (Once),Smooth,Grey,Iridescent,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Cold Extract,Febrifuge,Medicinal / Other,Fomentation,Abortifacient,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Infusion,Hallucinogen,Nutritious / Tasty,Boiled,N/A,
Herbaceous,Terrestrial,Desert / Waste,Rare,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Rough,Brown,N/A,Waxy,Green,N/A,Smooth,Gold,N/A,Compound,Branch Points,Palmate (Hand-Like),Smooth,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf) & Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Scaly,Silver & Orange,Solid,Seeds,Grain,Gravity,Spray,Bell,Small (5-10mm),Oval,Veined & Veined,Terminal,Sweet,Annual (Once),Waxy,Copper,Mottled,1-3,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other & Medicinal / Other,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Waxy,Brown,N/A,Smooth,Brown,N/A,Smooth,Black,N/A,Broad,Terminal,Hastatae (Triangular Basal Lobes),Denticulate,VelvetyDusty,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Other,Green,N/A,Seeds,Grain,Gravity,Spray,Bell,Avg. (1-5cm),Wavy,Smooth & Veined,Regular Interval,Sweet,Annual (Once),Smooth,Yellow,Mimicry,1-3,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Boiled,N/A,Medicinal / Other,Rubbed,Antitussive,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Desert / Waste,Rare,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Tap,Smooth,Gold,N/A,Smooth,Brown,N/A,Other,Yellow,N/A,Broad,Terminal,Obovate (Egg Narrow at Base),Undulate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,White & Yellow,Stripes,Seeds,Grain,Gravity,Spray,Spike,Small (5-10mm),Blade,Smooth,Terminal,Foul,Poly-Annual (2-7 Years),Smooth,Copper,Translucent,10+,5+,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Nutritious / Tasty,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Medicinal / Other,Poultice,Antiscrufulous,
Fungus,Sub-Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Tiny (<5cm),Stem / Trunk,Random,None,Waxy,Silver,N/A,Smooth,Green,N/A,Waxy,Yellow,N/A,Needles,Terminal,Lanceolate (Pointed at Both Ends),Sinuate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Brown & Grey,Solid,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Mobile,Non-Sentient,N/A,Edible,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Blanched,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Smooth,Grey,N/A,Smooth,Green,N/A,Smooth,White,N/A,Blades,Random Interval,Pinnatisect (Deep Opposite Lobing),Spiny,Sticky,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Waxy,Copper & Green,Solid,Suckers,Grain,Gravity,Compound,Cone,Tiny (<5mm),Wavy,Velvety,Regular Interval,Musky,Annual (Once),Waxy,Copper,Stripes & Translucent,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Decoction,Vesicant,Medicinal / Other,Crushed,Glue,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Waxy,Brown,N/A,Waxy,Green,N/A,Smooth,Yellow,N/A,Compound,Terminal,Subulate (Awl),Serate,Hairy,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Orange,N/A,Seeds,Grain,Gravity,Spray,Complex,Large (5-10cm),Oval,Hairy,Terminal,Foul,Perennial (Yearly),Flaky,Brown,Night Closing,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Nervine,Edible,Boiled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Wash,Emmenagogue,Medicinal / Other,Fomentation,Euphoriant,
Woody,Terrestrial,Desert / Waste,Uncommon,Solitary (1-2),Huge (>10m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Copper,N/A,Scaly,Black,N/A,Rough,White,N/A,Broad,Terminal,Spatulate (Spoon),Undulate,Hairy,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Flaky,Green,N/A,Seeds,Nut,Gravity,Pairs,Cone,Huge (>10cm),Blade,Smooth,Terminal,Sweet,Annual (Once),Smooth,Copper,Solid,1-3,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Tincture,Nephretic,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Poultice,Rubefacient,Nutritious / Tasty,Dried,N/A,
Algae,Sub-Terrestrial,Desert / Waste,Common,Small Patch (1-12),Average (25cm-1m),Colonial Mass,Random,None,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Red & Grey,Solid,None,Random Interval,Hastatae (Triangular Basal Lobes),Dentate,Scaly,None,Clusters (6+),Smooth,Green,N/A,Budding / Fragmentation,Spore,Animal,Bunches,Bell,Avg. (1-5cm),Wavy,Velvety,Terminal,Foul,Other,Smooth,Black,Solid,4-9,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Solitary (1-2),Tiny (<5cm),Stem / Trunk,Random,Fibrous,Other,Orange,N/A,Flaky,Green,N/A,Other,Yellow,N/A,Broad,Random Interval,Acicular (Needle),Lobate & Smooth,Sticky,Arcute (Secondary Veins Bending Towards Apex),Singles (1),Smooth,Violet,N/A,Seeds,Spore,Water,Single,Cone,Small (5-10mm),Curly,Veined,Regular Interval,Foul,Perennial (Yearly),Flaky,Silver,Translucent,10+,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Powder,Antiphlogistic,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Desert / Waste,Uncommon,Small Patch (1-12),Small (5-25cm),Stem / Trunk,Ordered,Tap,Waxy,Green,N/A,Rough,Green,N/A,Smooth,Green,N/A,Needles,Terminal,Cordate (Heart Stem in Cleft),Smooth,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Waxy,Orange,N/A,Seeds,Fruit,Animal,Single,Bell,Avg. (1-5cm),Curly,Dusty,Branch Points,Musky,Perennial (Yearly),Scaly,Yellow,Solid,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Medicinal / Other,Decoction,Abortifacient,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Whole,Antiscrufulous,Edible,Blanched,N/A,
Woody,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Tap,Smooth,Brown,N/A,Smooth,Copper,N/A,Rough,White,N/A,Compound,Random Interval,Obovate (Egg Narrow at Base),Smooth,Smooth,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Silver,N/A,Seeds,Nut,Gravity,Bunches,Cone,Avg. (1-5cm),Toothed,Scaly,Terminal,Sweet,Other,Smooth,Yellow & Silver,Blushed,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Medicinal / Other,Powder,Oil,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Vapor / Smoke,Hallucinogen,Edible,Blanched,N/A,
