1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Aquatic,Fresh Water,Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Fibrous,Rough,Brown,N/A,Smooth,Brown,N/A,Rough,Gold,N/A,Needles,Terminal,Poly-Foliate (2-7 Leaflets),Serate,Waxy,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,Red,N/A,Suckers,Grain,Gravity,Other,Disc,Large (5-10cm),Curly,Dusty,Random Interval,Sweet,Annual (Once),Smooth,Orange & Grey,Stripes,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Poultice,Antiperodic,Edible,Dried,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Essence,Laxative,
Herbaceous,Aquatic,Fresh Water,Common,Large Patch (120+),Average (25cm-1m),Creeper Vine,Radial,Tap,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Blades,Terminal,Cordate (Heart Stem in Cleft),Serate,Waxy,None,Clusters (6+) & Whorls (3-5),Flaky,Yellow,N/A,Seeds,Fruit,Animal,Spray,Bell,Large (5-10cm),Oval,Veined,Random Interval,Sweet,Perennial (Yearly),Flaky,Green,Spotted,10+,2-4,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Fomentation,Acrid,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Re-Roll,Emetic,Medicinal / Other,Infusion,Deodorant,
Woody,Avian,Forest / Jungle,Common,Small Patch (1-12),Large (1-10m),Multiple Stems / Trunks,Random,Fibrous,Flaky,Brown,N/A,Flaky,Green,N/A,Smooth,Green,N/A,Broad,Terminal,Poly-Foliate (2-7 Leaflets),Denticulate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Singles (1) & Clusters (6+),Smooth,Green,N/A,Seeds,Nut,Animal,Other,Cone,Avg. (1-5cm),Oval,Hairy,Random Interval,Foul,Poly-Annual (2-7 Years),Smooth,Yellow,Solid,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Essence,Hallucinogen,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,Edible,Blanched,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Solitary (1-2),Average (25cm-1m),Creeper Vine,Radial,Tubers,Waxy,Grey,N/A,Smooth,Blue,N/A,Other,Yellow,N/A,Compound,Branch Points,Elliptic (Oval Small or No Point),Smooth,Waxy,Palmate (Several Primary Veins Diverging from a Point),Pairs (2),Smooth,Green,N/A,Seeds,Fruit,Gravity,Pairs,Sphere,Huge (>10cm),Feathery,Scaly,Terminal,Sweet,Perennial (Yearly),Smooth,Yellow,Stripes,1-3,2-4,Symbiotic,Gravity,Non-Sentient,N/A,Medicinal / Other,Grated,Cathartic,Edible,Boiled,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Hills / Scrub & Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tap,Rough,Green,N/A,Smooth,Black,N/A,Smooth,Black,N/A,Broad,Random Interval,Subulate (Awl),Denticulate,Sticky,Arcute (Secondary Veins Bending Towards Apex),Whorls (3-5),Scaly,Brown,N/A,Seeds,Nut,Water,Pairs,Sphere,Avg. (1-5cm),Curly,Sticky,Random Interval,Sweet,Poly-Annual (2-7 Years),Scaly,Silver,Mimicry,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Roasted,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Ground,Detergent,Non-Edible,N/A,N/A,
Fungus,Aquatic,Brackish,Uncommon,Large Patch (120+),Tiny (<5cm),Multiple Stems / Trunks,Radial,Rhizoid,Flaky,Green,N/A,Smooth,Brown & Grey,Translucent,Rough,Green,N/A,Broad,Terminal,Deltoid (Triangular),Smooth,VelvetyDusty,Arcute (Secondary Veins Bending Towards Apex),Pairs (2) & Pairs (2),Smooth,Silver & Green,Patches,Suckers,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,
Woody,Terrestrial,Forest / Jungle & Plains / Savannah,Uncommon,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Radial,Fibrous,Flaky,Green,N/A,Rough,Yellow,N/A,Flaky,Green,N/A,Compound,Terminal,Poly-Foliate (2-7 Leaflets),Smooth,Waxy,None,Pairs (2),Scaly,Green,N/A,Seeds,Fruit,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Grated,Analgesic,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Re-Roll,Emollient,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Large Patch (120+),Tiny (<5cm),Creeper Vine,Random,Fibrous,Smooth,Green,N/A,Rough,Red,N/A,Smooth,Green,N/A,Broad,Terminal,Cordate (Heart Stem in Cleft),Serrulate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Copper,N/A,Seeds,Spore,Water,Spray,Bell,Large (5-10cm),Wavy,Smooth,Branch Points,None,Perennial (Yearly),Smooth,Brown & Violet,Phases,10+,2-4,Decay,Light,Non-Sentient,N/A,Edible,Blanched,N/A,Medicinal / Other,Crushed,Antispasmodic,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Compress,Detergent,
Herbaceous,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Tap,Flaky,Green,N/A,Smooth,Yellow,N/A,Smooth,White,N/A,Compound,Branch Points,Lanceolate (Pointed at Both Ends),Undulate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Singles (1),Smooth,Silver,N/A,Seeds,Grain,Animal,Spray,Cone,Avg. (1-5cm),Round,Velvety,Branch Points,Sweet,Annual (Once),Smooth,Orange,Night Blooming,10+,5+,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Nutritious / Tasty,Blanched,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Cold Extract,Antihydrotic,
Herbaceous,Aquatic,Brackish,Very Common,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Smooth,Violet,N/A,Smooth,Green,N/A,Smooth,Orange,N/A,Blades,Branch Points,Obovate (Egg Narrow at Base),Sinuate,Hairy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Waxy,White,N/A,Seeds,Grain,Water,Spray,Disc,Avg. (1-5cm),Blade & Thread,Scaly,Branch Points,Sweet,Poly-Annual (2-7 Years),Waxy,Green,Spotted,10+,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Edible,Ground,N/A,Medicinal / Other,Rubbed,Aromatic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Poultice,Stomachic,Edible,Roasted,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Smooth,Copper,N/A,Rough,Green,N/A,Rough,Green,N/A,Broad,Stem / Trunk,Flabellate (Fan Shaped),Spiny,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Scaly,Yellow,N/A,Budding / Fragmentation,Fruit,Gravity,Pairs,Cone,Avg. (1-5cm),Thread,Sticky,Regular Interval,None,Annual (Once),Rough,Green,Patches,1-3,1,Parasitic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Juice,Re-Roll,Medicinal / Other,Powder,Emollient,Edible,Dried,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Uncommon,Large Patch (120+),Large (1-10m),Multiple Stems / Trunks,Random,Fibrous,Rough,Black,N/A,Rough,Brown,N/A,Scaly,Grey,N/A,Needles,Regular Interval,Spatulate (Spoon),Dentate & Lobate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Brown,N/A,Seeds,Nut,Animal,Other,Cone,Small (5-10mm),Oval & Blade,Velvety,Stem / Trunk,Sweet,Poly-Annual (2-7 Years),Scaly,Brown,Iridescent,1-3,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Cold Extract,Dye,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Salt Water,Uncommon,Small Patch (1-12),Small (5-25cm),Creeper Vine,Radial,Fibrous,Smooth,Green,N/A,Waxy,Green,N/A,Rough,Brown & Brown,Stripes,Broad,Random Interval,Rhomboid (Diamond),Ciliate,Hairy & VelvetyDusty,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,White,N/A,Budding / Fragmentation,Nut,Animal,Pairs,Funnel,Avg. (1-5cm),Wavy,Scaly,Random Interval,Musky,Annual (Once),Smooth,Black,Blushed,1-3,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Poultice,Dye,
Herbaceous,Terrestrial,Hills / Scrub,Rare,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Tap,Scaly,Green,N/A,Waxy,Brown,N/A,Waxy,Gold,N/A,Broad,Branch Points,Reniform (Kidney),Lobate,VelvetyDusty,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Other,Green,N/A,Seeds,Fruit,Animal,Pairs,Cone,Avg. (1-5cm),Feathery,Waxy,Branch Points,Musky,Perennial (Yearly),Waxy,Silver,Spotted,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Medicinal / Other,Crushed,Antibiotic,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,
Woody,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Large (1-10m),Creeper Vine,Ordered,Fibrous,Flaky,Gold,N/A,Waxy,Violet,N/A,Scaly,Gold,N/A,Broad,Branch Points,Cordate (Heart Stem in Cleft),Spiny & Smooth,Smooth,Pinnate (Secondary Veins Paired Oppositely),Pairs (2),Scaly,Silver,N/A,Seeds,Nut,Gravity,Bunches,Disc,Avg. (1-5cm),Round,Veined,Regular Interval,Musky,Perennial (Yearly),Rough,Gold,Stripes,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other & Non-Edible,N/A,N/A,Medicinal / Other,Fomentation,Disinfectant,N/A,N/A,N/A,Medicinal / Other,Bath,Aperient,Nutritious / Tasty,Dried,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Plains / Savannah,Rare,Large Patch (120+),Large (1-10m),Stem / Trunk,Radial,Fibrous,Smooth,Silver,N/A,Smooth,Grey,N/A,Rough,Orange,N/A,Broad,Random Interval,Subulate (Awl),Sinuate,Smooth,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Yellow,N/A,Seeds,Fruit,Animal,Pairs,Disc,Tiny (<5mm),Round,Smooth,Random Interval,Foul,Poly-Annual (2-7 Years),Rough,Yellow,Blushed,4-9,5+,Photo / Chemo-Synthetic,Motile,Non-Sentient,N/A,Edible,Ground,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Bath,Anesthetic,
Woody,Terrestrial,Plains / Savannah,Uncommon,Large Patch (120+),Large (1-10m),Stem / Trunk,Radial,Advantageous,Rough,Orange,N/A,Smooth,Green,N/A,Rough,Green,N/A,Broad,Random Interval,Spatulate (Spoon),Smooth,Hairy,Pinnate (Secondary Veins Paired Oppositely),Clusters (6+),Smooth,Brown,N/A,Suckers,Spore,Wind,Bunches,Sphere,Avg. (1-5cm),Blade,Scaly,Terminal,Sweet,Perennial (Yearly),Smooth,Green,Solid,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Edible,Raw,N/A,Medicinal / Other,Tincture,Cardiac,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,None,Tap,Flaky,Yellow,N/A,Smooth,Green,N/A,Waxy,Grey,N/A,Compound,Regular Interval,Obcordate (Heart Stem at Point),Denticulate,Sticky & Re-Roll,Cross-Venulate (Small Veins Connecting Secondary Veins),Pairs (2),Flaky,Green,N/A,Seeds,Spore,Wind,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Re-Roll,Depurative,Medicinal / Other,Other,Antiemetic,
Herbaceous,Terrestrial,Hills / Scrub,Common,Solitary (1-2),Huge (>10m),Stem / Trunk,Random,Rhizoid,Rough,Violet,N/A,Scaly,Brown,N/A,Waxy,Yellow,N/A,Compound,Random Interval,Obtuse (Bluntly Tipped),Dentate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Waxy,Silver,N/A,Seeds,Fruit,Water,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Vapor / Smoke,Dye,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Nutritious / Tasty,Raw,N/A,Edible,Dried,N/A,Medicinal / Other,Syrup,Rubefacient,
Woody,Terrestrial,Forest / Jungle & Marsh / Swamp / Bog,Very Common,Large Patch (120+),Large (1-10m),Stem / Trunk,Radial,Advantageous,Waxy,Red,N/A,Smooth,Yellow,N/A,Smooth,Red & Brown,Phases,Compound,Terminal,Hastatae (Triangular Basal Lobes),Smooth,VelvetyDusty,Pinnate (Secondary Veins Paired Oppositely),Pairs (2),Rough,Yellow,N/A,Seeds,Spore,Animal,Single,Complex,Tiny (<5mm),Toothed,Hairy,Random Interval,Musky,Poly-Annual (2-7 Years),Rough,Yellow,Spotted,4-9,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Roasted,N/A,Edible,Raw,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Herbaceous,Aquatic,Salt Water,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Bulb,Smooth,Silver,N/A,Smooth,Green,N/A,Smooth,Red,N/A,Broad,Branch Points,Orbicular (Circular),Crenate,VelvetyDusty,Dichotomous (Veins Branching in Symmetric Pairs),Pairs (2),Smooth,Violet,N/A,Suckers,Grain,Animal,Spray,Sphere,Small (5-10mm),Blade,Waxy,Terminal,Musky,Annual (Once),Rough,Black,Night Blooming,4-9,2-4,Decay,Touch,Non-Sentient,N/A,Medicinal / Other,Ground,Diaphoretic,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Edible,Roasted,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Common,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Smooth,Yellow,N/A,Other,Yellow,N/A,Smooth,Green,N/A,Broad,Random Interval,Spear-Shaped (Pointed Barbbed-Base),Smooth,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Other,Green,N/A,Seeds,Spore,Gravity,Spray,Funnel,Tiny (<5mm),Oval,Veined,Terminal,Musky,Perennial (Yearly),Waxy,Yellow,Blushed,0,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Ground,N/A,Nutritious / Tasty,Ground,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,
Woody,Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Radial,Tap,Smooth,Brown,N/A,Rough,Orange,N/A,Scaly,Green,N/A,Compound,Regular Interval,Acuminate (Taper to Long Point),Smooth,VelvetyDusty & VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Rough,White,N/A,Seeds,Nut,Animal,Single,Disc,Huge (>10cm),Round,Hairy,Random Interval,Sweet,Annual (Once),Scaly,Copper,Solid,10+,0,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,Medicinal / Other,Crushed,Specific,Medicinal / Other,Fomentation,Vermicide,Edible,Boiled,N/A,
Fungus,Sub-Terrestrial,Plains / Savannah,Common,Large Patch (120+),Tiny (<5cm),Creeper Vine,None,Rhizoid,Smooth,Green,N/A,Waxy,Green,N/A,Smooth,Violet,N/A,Compound,Terminal,Reniform (Kidney),Smooth,Waxy,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,Green,N/A,Seeds,Spore,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Decay,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible & Nutritious / Tasty,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Random,Bulb,Other,Green,N/A,Smooth,Blue,N/A,Smooth,Brown,N/A,Blades,Branch Points,Acuminate (Taper to Long Point),Sinuate,VelvetyDusty,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Scaly,Grey,N/A,Suckers,Fruit,Animal,Bunches,Cone,Avg. (1-5cm),Oval,Veined,Random Interval,Sweet,Annual (Once),Other,Yellow,Phases,10+,2-4,Other,Gravity,Non-Sentient,N/A,Medicinal / Other,Fomentation,Vasodialator,Medicinal / Other,Powder,Vesicant,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Bath,Adjuvant,Medicinal / Other,Poultice,Bitter,
Algae,Aquatic,Fresh Water,Common,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Ordered,Rhizoid,Flaky,Silver,N/A,Smooth,Gold,N/A,Smooth,Yellow,N/A,None,Random Interval,Rhomboid (Diamond),Ciliate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Smooth,Grey,N/A,Budding / Fragmentation,Spore,Wind,Spray,Bell,Avg. (1-5cm),Curly,Scaly,Branch Points,Sweet,Annual (Once),Smooth,Yellow,Patches,1-3,0,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Vapor / Smoke,Sedative,
Herbaceous,Sub-Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,None,Fibrous,Smooth,Gold,N/A,Smooth,Copper,N/A,Smooth,Red,N/A,Broad,Regular Interval,Poly-Foliate (2-7 Leaflets),Denticulate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Smooth,Yellow,N/A,Seeds,Fruit,Animal,Compound,Disc,Avg. (1-5cm),Oval,Velvety,Random Interval,Musky,Annual (Once),Waxy,Green,Blushed,4-9,0,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Edible,Boiled,N/A,Medicinal / Other,Re-Roll,Hydragogue,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Ground,N/A,Medicinal / Other,Poultice,Anaphrodisiac,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Random,Tap,Smooth,Green,N/A,Smooth,Green,N/A,Smooth,Blue,N/A,Needles,Regular Interval,Acicular (Needle),Lobate,Error: Roll Out of Range,None,Whorls (3-5),Smooth,Blue,N/A,Seeds,Grain,Gravity,Spray,Complex,Large (5-10cm),Curly,Veined,Regular Interval,Musky,Poly-Annual (2-7 Years),Smooth,Brown,Translucent,4-9,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Steeped,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other & Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Brackish,Very Common,Solitary (1-2),Huge (>10m),Creeper Vine,Radial,Fibrous,Rough,Green,N/A,Flaky,White,N/A,Smooth,Green,N/A,Compound,Terminal,Acicular (Needle),Undulate,Smooth,Cross-Venulate (Small Veins Connecting Secondary Veins),Singles (1),Smooth,Silver,N/A,Seeds,Grain,Animal,Pairs,Bell,Small (5-10mm),Round,Smooth,Random Interval,Sweet,Annual (Once),Smooth,Black,Mimicry,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Raw,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,Medicinal / Other,Bath,Acrid,Medicinal / Other,Cold Extract,Errihine,Medicinal / Other,Infusion,Glue,
Woody,Terrestrial,Forest / Jungle,Uncommon,Large Patch (120+),Large (1-10m),Creeper Vine,Radial,Tap,Smooth,Violet,N/A,Flaky,Yellow,N/A,Rough,White,N/A,Compound,Regular Interval,Pedate (Palmate Divided Latteral Lobes),Dentate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Pairs (2),Smooth,Blue,N/A,Seeds,Nut,Water,Single,Bell,Tiny (<5mm),Blade & Blade,Waxy,Branch Points,Sweet,Perennial (Yearly),Rough,Green,Stripes,10+,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,None,Fibrous,Smooth,Violet & Gold,Mottled,Smooth,Grey,N/A,Smooth,Silver & Black,Stripes,Compound,Regular Interval,Pedate (Palmate Divided Latteral Lobes),Sinuate,Smooth,Pinnate (Secondary Veins Paired Oppositely),Pairs (2),Flaky,Green,N/A,Seeds,Grain,Water,Compound,Bell,Small (5-10mm),Round,Hairy,Terminal,Sweet,Perennial (Yearly),Waxy,Silver,Mimicry,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Crushed,Emmenagogue,Medicinal / Other,Bath,Depurative,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Medicinal / Other,Cold Compress,Antipyretic,
Fungus,Terrestrial,Plains / Savannah,Very Common,Solitary (1-2),Small (5-25cm),Colonial Mass,None,Rhizoid,Smooth,Green,N/A,Flaky,Silver & Green,Stripes,Smooth,Green,N/A,Broad,Terminal,Cordate (Heart Stem in Cleft),Crenate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Flaky,Green,N/A,Seeds,Spore,Animal,Spray,Cone,Avg. (1-5cm),Curly,Smooth,Random Interval,Sweet,Perennial (Yearly),Scaly,Red & Brown,Blushed,1-3,0,Decay,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Dried,N/A,
Herbaceous,Aquatic,Salt Water,Uncommon,Large Patch (120+),Small (5-25cm),Stem / Trunk,Radial,Tap,Other,Violet,N/A,Smooth,Orange,N/A,Smooth,Blue,N/A,Compound,Regular Interval,Spatulate (Spoon),Ciliate,Hairy,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,Yellow,N/A,Seeds,Fruit,Water,Spray,Spike,Small (5-10mm),Curly,Hairy,Terminal,Sweet,Perennial (Yearly),Smooth,Yellow,Blushed,4-9,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Medicinal / Other,Syrup,Antinauseant,Non-Edible,N/A,N/A,Medicinal / Other,Vapor / Smoke,Emmenagogue,N/A,N/A,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Hills / Scrub,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Rough,Yellow,N/A,Rough,Copper,N/A,Rough,Green,N/A,Needles,Terminal,Flabellate (Fan Shaped),Sinuate,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Whorls (3-5),Smooth,Orange,N/A,Seeds,Fruit,Animal,Bunches,Cone,Small (5-10mm),Blade,Velvety,Random Interval,Sweet,Perennial (Yearly),Rough,Brown,Spotted,1-3,0,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Ground,N/A,Medicinal / Other,Cold Extract,Carminative,Nutritious / Tasty,Ground,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
